TAB_ID,title,abstract,journal,pmid,radiotracer_1_abstract,radiotracer_2_abstract,protein_1_abstract,DNA_1_abstract,cell_line_1_abstract
60223,"Targeting fibroblast activation protein (FAP): next generation PET radiotracers using squaramide coupled bifunctional DOTA and DATA5m chelators.","BACKGROUND
Fibroblast activation protein (FAP) is a proline selective serine protease that is overexpressed in tumor stroma and in lesions of many other diseases that are characterized by tissue remodeling. In 2014, a most potent FAP-inhibitor (referred to as UAMC1110) with low nanomolar FAP-affinity and high selectivity toward related enzymes such as prolyl oligopeptidase (PREP) and the dipeptidyl-peptidases (DPPs): DPP4, DPP8/9 and DPP2 were developed. This inhibitor has been adopted recently by other groups to create radiopharmaceuticals by coupling bifunctional chelator-linker systems. Here, we report squaric acid (SA) containing bifunctional DATA5m and DOTA chelators based on UAMC1110 as pharmacophor. The novel radiopharmaceuticals DOTA.SA.FAPi and DATA5m.SA.FAPi with their non-radioactive derivatives were characterized for in vitro inhibitory efficiency to FAP and PREP, respectively and radiochemical investigated with gallium-68. Further, first proof-of-concept in vivo animal study followed by ex vivo biodistribution were determined with [68Ga]Ga-DOTA.SA.FAPi.


RESULTS
[68Ga]Ga-DOTA.SA.FAPi and [68Ga]Ga-DATA5m.SA.FAPi showed high complexation > 97% radiochemical yields after already 10 min and high stability over a period of 2 h. Affinity to FAP of DOTA.SA.FAPi and DATA5m.SA.FAPi and its natGa and natLu-labeled derivatives were excellent resulting in low nanomolar IC50 values of 0.7-1.4 nM. Additionally, all five compounds showed low affinity for the related protease PREP (high IC50 with 1.7-8.7 μM). First proof-of-principle in vivo PET-imaging animal studies of the [68Ga]Ga-DOTA.SA.FAPi precursor in a HT-29 human colorectal cancer xenograft mouse model indicated promising results with high accumulation in tumor (SUVmean of 0.75) and low background signal. Ex vivo biodistribution showed highest uptake in tumor (5.2%ID/g) at 60 min post injection with overall low uptake in healthy tissues.


CONCLUSION
In this work, novel PET radiotracers targeting fibroblast activation protein were synthesized and biochemically investigated. Critical substructures of the novel compounds are a squaramide linker unit derived from the basic motif of squaric acid, DOTA and DATA5m bifunctional chelators and a FAP-targeting moiety. In conclusion, these new FAP-ligands appear promising, both for further research and development as well as for first human application.","EJNMMI radiopharmacy and chemistry",32728930,[68Ga]Ga-DOTA.SA.FAPi,"natLu-labeled derivatives","FAP-targeting moiety",FAP-ligands,"HT-29 human colorectal cancer xenograft mouse model"
65754,"Vulnerable plaque imaging using 18F-sodium fluoride positron emission tomography.","Positron emission tomography (PET) with 18F-sodium fluoride (18F-NaF) has emerged as a promising non-invasive imaging modality to identify high-risk and ruptured atherosclerotic plaques. By visualizing microcalcification, 18F-NaF PET holds clinical promise in refining how we evaluate coronary artery disease, shifting our focus from assessing disease burden to atherosclerosis activity. In this review, we provide an overview of studies that have utilized 18F-NaF PET for imaging atherosclerosis. We discuss the associations between traditional coronary artery disease measures (risk factors) and 18F-NaF plaque activity. We also present the data on the histological validation as well as show how 18F-NaF uptake is associated with plaque morphology on intravascular and CT imaging. Finally, we discuss the technical challenges associated with 18F-NaF coronary PET highlighting recent advances in this area.","The British journal of radiology",31804143,"18F-NaF PET","18F-sodium fluoride",NULL,NULL,NULL
74492,"Influence on [18F]FDG uptake by cancer cells after anti-PD-1 therapy in an enforced-immune activated mouse tumor.","BACKGROUND
Anti-programmed cell death 1 (PD-1) antibody is an immune checkpoint inhibitor, and anti-PD-1 therapy improves the anti-tumor functions of T cells and affects tumor microenvironment. We previously reported that anti-PD-1 treatment affected tumor glycolysis by using 2-deoxy-2-[18F]fluoro-D-glucose ([18F]FDG) positron emission tomography (PET). That study showed that anti-PD-1 therapy in a mouse B16F10 melanoma model increased glucose metabolism in cancer cells at the point where anti-PD-1 therapy did not cause a significant inhibition of tumor growth. However, the B16F10 melanoma model is poorly immunogenic, so it is not clear how anti-PD-1 treatment affects glucose metabolism in highly immunogenic cancer models. In this study, we used a cyclic dinucleotide GMP-AMP (cGAMP)-injected B16F10 melanoma model to investigate the effect of anti-PD-1 therapy on [18F]FDG uptake in a highly immune activated tumor in mice.


RESULTS
To compare the cGAMP-injected B16F10 model with the B16F10 model, experiments were performed as described in our previous manuscript. [18F]FDG-PET was measured before treatment and 7 days after the start of treatment. In this study, [18F]FDG uptake in tumors in the cGAMP/anti-PD-1 combination group was lower than that in the anti-PD-1 treatment group tumors on day 7, as shown by PET and ex vivo validation. Flow-cytometry was performed to assess immune cell populations and glucose metabolism. Anti-PD-1 and/or cGAMP treatment increased the infiltration level of immune cells into tumors. The cGAMP/anti-PD-1 combination group had significantly lower levels of GLUT1high cells/hexokinase IIhigh cells in CD45- cancer cells compared with tumors in the anti-PD-1 treated group. These results suggested that if immune responses in tumors are higher than a certain level, glucose uptake in cancer cells is reduced depending on that level. Such a change of glucose uptake might be caused by the difference in infiltration or activation level of immune cells between the anti-PD-1 treated group and the cGAMP/anti-PD-1 combination group.


CONCLUSIONS
[18F]FDG uptake in cancer cells after anti-PD-1 treatment might be affected by the tumor immune microenvironment including immune cell infiltration, composition, and activation status.","EJNMMI research",32189078,[18F]FDG,"(cGAMP)-injected B16F10 melanoma model",anti-PD-1,NULL,"B16F10 melanoma model"
9005,"An Update on the Role of Total-Body PET Imaging in the Evaluation of Atherosclerosis.","Fused PET/computed tomography has demonstrated success in the detection and quantification of atherosclerotic plaques. Recently, total-body PET imaging has demonstrated increased sensitivity and specificity in atherosclerosis. This article reviews the literature regarding this novel imaging technique. Moreover, evidence that has pointed toward 18F-sodium fluoride as the radiotracer of choice over 18F-fluorodeoxyglucose for evaluation of plaque burden is discussed. Finally, a global disease assessment is introduced as an adjunct tool for vascular PET imaging.","PET clinics",32888546,18F-fluorodeoxyglucose,"18F-sodium fluoride",NULL,NULL,NULL
43940,"Preclinical evaluation of [18F]D3FSP, deuterated AV-45, for imaging of β-amyloid in the brain.","INTRODUCTION
Since the approval of three 18F labeled β-amyloid-targeting PET imaging agents, Amyvid (florbetapir f18, AV-45), Neuraceq (florbetaben f18, AV-1) and Vizamyl (flutemetamol f18, F-PIB), they have increasingly been employed to assist differential diagnosis of Alzheimer's disease in patients with dementia. Also, they are frequently used in selecting patients participating drug trials aiming to reduce β-amyloid (Aβ) plaques in the brain. The first approved tracer in this class was [18F]AV-45, which is metabolized rapidly in blood and some of its N-demethylated metabolites cross the blood brain barrier and resulted in lowering the image contrast. To improve metabolic stability of [18F]AV-45, we hypothesized that substituting N-CH3 with N-CD3 at the metabolically labile position, creating [18F]D3FSP, may reduce in vivo N-demethylation. We report the preclinical evaluation of [18F]D3FSP as an Aβ imaging agent.


METHODS
Preclinical pharmacology of [18F]D3FSP was evaluated using in vitro autoradiography and competitive binding assay. Biodistribution of [18F]D3FSP was evaluated in wild-type CD-1 mice. In vivo metabolism in mice and in vitro microsomal metabolism were analyzed by HPLC. Single dose acute toxicity of D3FSP was also performed in rats.


RESULTS
[18F]D3FSP showed high binding affinity to β-amyloid plaques (Ki = 3.44 ± 1.22 nM, a value similar as AV-45 (Ki = 4.02 ± 0.22 nM)), and displayed excellent β-amyloid binding in AD brain sections consistent with known Aβ regional distribution. After an iv injection it exhibited good initial brain uptake and fast washout in wild-type CD-1 mice. In vitro microsomal metabolism and in vivo metabolism in mice did not result in any significant differences between [18F]D3FSP and [18F]AV-45. No treatment-related mortality or any adverse effects were observed in single dose acute toxicity studies administered at hundred-folds of maximum human dose.


CONCLUSION
A new small molecule, [18F]D3FSP, was prepared and tested as an alternative to [18F]AV-45 to reduce N-demethylation in vivo. This strategy did not lead to better in vivo stability. However, [18F]D3FSP displayed very similar Aβ targeting property comparable to [18F]AV-45. Preclinical studies suggest that [18F]D3FSP is useful as a β-amyloid-targeting PET imaging agent.","Nuclear medicine and biology",32245565,[18F]D3FSP,NULL,"β-amyloid-targeting PET",NULL,NULL
45904,"Chemokine receptor-4 targeted PET/CT with 68Ga-Pentixafor in assessment of newly diagnosed multiple myeloma: comparison to 18F-FDG PET/CT.","PURPOSE
18F-FDG PET/CT has some limitations in the evaluation of multiple myeloma (MM). Since chemokine receptor-4 is overexpressed in MM, we perform a prospective cohort study to compare the performance of 68Ga-Pentixafor and 18F-FDG PET/CT in newly diagnosed MM.


METHODS
Thirty patients with newly diagnosed MM were recruited. All patients underwent 68Ga-Pentixafor and18F-FDG PET/CT within 1 week after enrollment. A positive PET/CT was defined as the presence of focal PET-positive lesions in bone marrow or diffuse bone marrow patterns (uptake > liver). Bone marrow uptake values in 68Ga-Pentixafor and18F-FDG PET/CT (total bone marrow glycolysis [TBmGFDG], total bone marrow uptake with 68Ga-Pentixafor [TBmUCXCR4], total bone marrow volume [TBmV], SUVmean, and SUVmax) were obtained by drawing total bone marrow volume of interest on PET/CT. The positive rates of the PET/CT scans were statistically compared, and the correlation between quantitative bone marrow uptake values and clinical characteristics, laboratory findings, and staging was analyzed.


RESULTS
68Ga-Pentixafor PET/CT had a higher positive rate than 18F-FDG PET/CT in recruited patients (93.3 vs. 53.3%, p = 0.0005). In quantitative analysis, bone marrow uptake values in 68Ga-Pentixafor (TBmUCXCR4, SUVmax, and SUVmean) were positively correlated with end organ damage, staging, and laboratory biomarkers related to tumor burden including serum β2-microglobulin, serum free light chain, and 24-h urine light chain (p < 0.05). In 18F-FDG PET/CT, only the SUVmean of total bone marrow was positively correlated with serum free light chain and 24-h urine light chain (p < 0.05).


CONCLUSIONS
68Ga-Pentixafor PET/CT is promising in assessment of newly diagnosed MM.


TRIAL REGISTRATION NUMBER
NCT03436342.","European journal of nuclear medicine and molecular imaging",31776631,68Ga-Pentixafor,"18F-FDG PET/CT","24-h urine light chain",NULL,NULL
72427,"18F-FDG PET or PET/CT in Mantle Cell Lymphoma.","The aim of this systematic review was to examine published data about the potential role of Fluorine-18-fluorodeoxyglucose positron emission tomography or positron emission tomography/computed tomography (18F-FDG PET or PET/CT) in patients affected by mantle cell lymphoma (MCL). A comprehensive computer literature search of Scopus, PubMed/MEDLINE, and Embase databases was conducted, including articles indexed up to November, 2019; 25 studies or subsets in studies analyzing the value of 18F-FDG PET or PET/CT in patients with MCL were eligible for inclusion. From the analyses of the selected studies, the following main findings are described: (1) MCL are 18F-FDG-avid in most of cases, especially nodal lesions, but bone marrow and gastrointestinal disease localizations have low 18F-FDG avidity; (2) 18F-FDG PET/CT seems to be helpful in staging setting, showing a better diagnostic performance than conventional imaging and a positive impact on clinical stage; (3) 18F-FDG PET/CT is useful in evaluating treatment response, especially after chemotherapy and transplantation; and (4) metabolic response after therapy seems to have a prognostic role. Despite several limitations affecting this analysis, especially related to the heterogeneity of the studies included, MCL is an 18F-FDG-avid lymphoma in most of the cases, with the exception of bone marrow and gastrointestinal disease. Moreover, 18F-FDG PET/CT seems to be useful in evaluating treatment response and prognosis.","Clinical lymphoma, myeloma & leukemia",32169480,18F-FDG,"18F-FDG avidity",NULL,NULL,NULL
11516,"Rapid and Efficient Synthesis of [11C]Trifluoromethylarenes from Primary Aromatic Amines and [11C]CuCF3.","Prior studies have shown that trifluoromethylarenes can be labeled in high molar activities (A m > 200 GBq/μmol) with positron-emitting carbon-11 (t 1/2 = 20.4 min) by the reaction of the copper(I) derivative of [11C]fluoroform [11C]CuCF3, with several types of precursors, such as aryl iodides, arylboronic acids, and aryldiazonium salts. Nonetheless, these precursors can be challenging to synthesize, and in the case of diazonium salts, are unstable. Methods that reduce challenges in precursor preparation for the synthesis of [11C]trifluoromethylarenes are desirable to enhance possibilities for developing biologically relevant 11C-labeled compounds as radiotracers for biomedical imaging with positron emission tomography (PET). Here, we explored the production of no-carrier-added [11C]trifluoromethylarenes from commercially available primary aromatic amines through reactions of [11C]CuCF3 with diazonium salts that were generated in situ. Moderate to high isolated decay-corrected radiochemical yields (RCY) (32-84%) were obtained rapidly (within 2 min) for many para-substituted and meta-substituted primary aromatic amines bearing a halo, methoxy, thiomethyl, hydroxy, nitro, nitrile, carboxyl, ethylcarboxy, or trifluoromethyl substituent. Null to low RCYs (0-13%) were observed only for ortho bromo-, nitro-, or nitrile-substituted precursors. This new radiosynthetic method usefully expands options for producing PET radiotracers bearing a [11C]trifluoromethyl group, especially from aryl amine precursors.","ACS omega",32803050,[11C]trifluoromethyl,"11C-labeled compounds",RCYs,NULL,NULL
1403,"Follow-Up 18F-FDG PET/CT versus Contrast-Enhanced CT after Ablation of Liver Metastases of Colorectal Carcinoma-A Cost-Effectiveness Analysis.","PURPOSE
After a percutaneous ablation of colorectal liver metastases (CRLM), follow-up investigations to evaluate potential tumor recurrence are necessary. The aim of this study was to analyze whether a combined 18F-Fluordesoxyglucose positron emission tomography-computed tomography (18F-FDG PET/CT) scan is cost-effective compared to a contrast-enhanced computed tomography (CE-CT) scan for detecting local tumor progression.


MATERIALS AND METHODS
A decision model based on Markov simulations that estimated lifetime costs and quality-adjusted life years (QALYs) was developed. Model input parameters were obtained from the recent literature. Deterministic sensitivity analysis of diagnostic parameters based on a Monte-Carlo simulation with 30,000 iterations was performed. The willingness-to-pay (WTP) was set to $100,000/QALY.


RESULTS
In the base-case scenario, CE-CT resulted in total costs of $28,625.08 and an efficacy of 0.755 QALYs, whereas 18F-FDG PET/CT resulted in total costs of $29,239.97 with an efficacy of 0.767. Therefore, the corresponding incremental cost-effectiveness ratio (ICER) of 18F-FDG PET/CT was $50,338.96 per QALY indicating cost-effectiveness based on the WTP threshold set above. The results were stable in deterministic and probabilistic sensitivity analyses.


CONCLUSION
Based on our model, 18F-FDG PET/CT can be considered as a cost-effective imaging alternative for follow-up investigations after percutaneous ablation of colorectal liver metastases.",Cancers,32867107,18F-FDG,"18F-FDG PET/CT",WTP,NULL,NULL
21038,"Positron Emission Tomography Imaging Evaluation of a Novel 18F-Labeled Sigma-1 Receptor Radioligand in Cynomolgus Monkeys.","We report a convenient radiosynthesis and the first positron emission tomography (PET) imaging evaluation of [18F]FBFP as a potent sigma-1 (σ1) receptor radioligand with advantageous characteristics. [18F]FBFP was synthesized in one step from an iodonium ylide precursor. In cynomolgus monkeys, [18F]FBFP displayed high brain uptake and suitable tissue kinetics for quantitative analysis. It exhibited heterogeneous distribution with higher regional volume of distribution (VT) values in the amygdala, hippocampus, insula, and frontal cortex. Pretreatment with the σ1 receptor agonist SA4503 (0.5 mg/kg) significantly reduced radioligand uptake in the monkey brain (>95%), indicating high binding specificity of [18F]FBFP in vivo. Compared with (S)-[18F]fluspidine, [18F]FBFP possessed higher regional nondisplaceable binding potential (BPND) values across the brain regions. These findings demonstrate that [18F]FBFP is a highly promising PET radioligand for imaging and quantification of σ1 receptors in humans.","ACS chemical neuroscience",32356969,[18F]FBFP,"σ1 receptors","sigma-1 (σ1) receptor",NULL,NULL
30890,"Maturation of the human striatal dopamine system revealed by PET and quantitative MRI.","The development of the striatum dopamine (DA) system through human adolescence, a time of increased sensation seeking and vulnerability to the emergence of psychopathology, has been difficult to study due to pediatric restrictions on direct in vivo assessments of DA. Here, we applied neuroimaging in a longitudinal sample of n = 146 participants aged 12-30. R2', an MR measure of tissue iron which co-localizes with DA vesicles and is necessary for DA synthesis, was assessed across the sample. In the 18-30 year-olds (n = 79) we also performed PET using [11C]dihydrotetrabenazine (DTBZ), a measure of presynaptic vesicular DA storage, and [11C]raclopride (RAC), an indicator of D2/D3 receptor availability. We observed decreases in D2/D3 receptor availability with age, while presynaptic vesicular DA storage (as measured by DTBZ), which was significantly associated with R2' (standardized coefficient = 0.29, 95% CI = [0.11, 0.48]), was developmentally stable by age 18. Our results provide new evidence for maturational specialization of the striatal DA system through adolescence.","Nature communications",32051403,[11C]dihydrotetrabenazine,"[11C]raclopride (RAC)","D2/D3 receptor",NULL,NULL
49712,"PET imaging of hepatocellular carcinoma with anti-1-amino-3-[18F]fluorocyclobutanecarboxylic acid in comparison with L-[S-methyl-11C]methionine.","PURPOSE
[11C]methionine ([11C]Met) was used for cancer imaging based on upregulated amino acid transport and protein synthesis in different tumor types. However, the short half-life of 11C decay limited further clinical development of [11C]Met. Synthetic amino acid analog anti-1-amino-3-[18F]fluoro-cyclobutyl-1-carboxylic acid ([18F]FCABC) was developed and FDA-approved for PET imaging of recurrent prostate cancer. This study investigated "repurposed" [18F]FACBC for PET imaging of primary liver cancer such as hepatocellular carcinoma (HCC) in comparison with [11C]Met.


METHODS
[11C]Met was synthesized in the lab, and [18F]FACBC was purchased from a commercial outlet. A clinically relevant animal model of spontaneously developed HCC in the woodchucks was used for PET imaging. Bioinformatics analysis was performed for the expression of amino acid transporters responsible for radiotracer uptake and validated by PCR. Dynamic PET scans of [11C]Met and [18F]FACBC were acquired within 1 week. Standardized uptake value (SUV) was calculated for regions of interest (ROIs) defined over HCC and a liver background region. H&E staining and immunohistochemical (IHC) staining were performed with harvested tissues post-imaging.


RESULTS
Higher expression of ACST2 and LAT1 was found in HCC than in the surrounding liver tissues. PCR validated this differential expression. [11C]Met and [18F]FACBC displayed some differences in their uptake and retention in HCC. Both peaked in HCC with an SUV of 3.5 after 10 min post-injection. Met maintained a plateaued contrast uptake in HCC to that in the liver while [18F]FCABC declined in HCC and liver after peak uptake. The pathological assessment revealed the liver tumor as moderately differentiated similar to the human HCC and proliferative.


CONCLUSION
Both [18F]FACBC and [11C]Met showed uptake in HCC through the use of a clinically relevant animal model of woodchuck HCC. The uptake and retention of [18F]FACBC and [11C]Met depend on their metabolism and also rely on the distribution of their principal amino acid transporters.","EJNMMI research",31119488,[11C]Met,[11C]Met.,LAT1,"liver background region",NULL
19927,"Preparation, Characterization, and Radiolabeling of [68Ga]Ga-NODAGA-Pamidronic Acid: A Potential PET Bone Imaging Agent.","Early diagnosis of bone metastases is crucial to prevent skeletal-related events, and for that, the non-invasive techniques to diagnose bone metastases that make use of image-guided radiopharmaceuticals are being employed as an alternative to traditional biopsies. Hence, in the present work, we tested the efficacy of a gallium-68 (68Ga)-based compound as a radiopharmaceutical agent towards the bone imaging in positron emitting tomography (PET). For that, we prepared, thoroughly characterized, and radiolabeled [68Ga]Ga-NODAGA-pamidronic acid radiopharmaceutical, a 68Ga precursor for PET bone cancer imaging applications. The preparation of NODAGA-pamidronic acid was performed via the N-Hydroxysuccinimide (NHS) ester strategy and was characterized using liquid chromatography-mass spectrometry (LC-MS) and tandem mass spectrometry (MSn). The unreacted NODAGA chelator was separated using the ion-suppression reverse phase-high performance liquid chromatography (RP-HPLC) method, and the freeze-dried NODAGA-pamidronic acid was radiolabeled with 68Ga. The radiolabeling condition was found to be most optimum at a pH ranging from 4 to 4.5 and a temperature of above 60 °C. From previous work, we found that the pamidronic acid itself has a good bone binding affinity. Moreover, from the analysis of the results, the ionic structure of radiolabeled [68Ga]Ga-NODAGA-pamidronic acid has the ability to improve the blood clearance and may exert good renal excretion, enhance the bone-to-background ratio, and consequently the final image quality. This was reflected by both the in vitro bone binding assay and in vivo animal biodistribution presented in this research.","Molecules (Basel, Switzerland)",32526838,68Ga,"radiolabeled [68Ga]Ga-NODAGA-pamidronic acid",NODAGA,NULL,NULL
20634,"A Comparative Study of the Pharmacokinetics of Bis- and Pentaphosphonic Acids Labeled with Gallium-68 in Rats with Experimental Model of Bone Callus.","We analyzed biodistribution of 68Ga-labeled hydroxyethylidenediphosphonic acid (68Ga-HEDP) and diethylenetriaminepentakis(methylenephosphonic acid) (68Ga-DTPMP) in Wistar rats with experimental model of bone callus. It was shown that the content of 68Ga-DTPMP and 68Ga-HEDP in bone callus was ~1.5-fold higher than in intact femur. 68Ga-DTPMP was characterized by higher stability in vivo, higher uptake in the bone tissue, and lower uptake in others visceral organs in comparison with 68Ga-HEDP. Thus, 68Ga-DTPMP had more suitable pharmacokinetic properties than 68Ga-HEDP.","Bulletin of experimental biology and medicine",32986215,68Ga-HEDP,"68Ga-labeled hydroxyethylidenediphosphonic acid",NULL,NULL,NULL
22119,"Two Patient Studies of a Companion Diagnostic Immuno-Positron Emission Tomography (PET) Tracer for Measuring Human CA6 Expression in Cancer for Antibody Drug Conjugate (ADC) Therapy.","An antigen binding fragment (BFab) derived from a tumor-associated mucin 1-sialoglycotope antigen (CA6) targeting antibody (huDS6) was engineered. We synthesized a companion diagnostic positron emission tomography (PET) tracer by radiolabeling BFab with [64Cu] to measure CA6 expression on cancer tissues prior to anti-human CA6 (huDS6-DM4 antibody-drug conjugate) therapy for ovarian and breast cancer patients. After chemotherapy, the ovarian patient received PET scan with 18F-2-fluoro-2-deoxyglucose ([18F]FDG: 10 mCi), followed by [64Cu]-DOTA-BFab ([64Cu]BFab; 5.5 mCi) 1 week later for PET scanning of CA6 expression and subsequent surgery. The breast cancer patient was treated with chemotherapy before primary tumor resection and subsequent [18F]FDG-PET scan. 4 weeks later the patient received of [64Cu]BFab (11.7 mCi) for CA6 PET scan. Whole body [18F]FDG-PET of the breast cancer patient indicated FDG-avid tumor metastases to the liver, bilateral hila and thoracic spine, but no uptake was observed for the ovarian patient. Each patient was also imaged by PET/CT with [64Cu]BFab at 1 and 24 hours after tracer administration. The [64Cu]BFab tracer was well tolerated by both patients without adverse effects, and no significant tracer uptake was observed in both patients. Immunohistochemistry (IHC) data indicated CA6 expressions were weak to intermediate and matched with the [64Cu]BFab-PET signals.","Molecular imaging",33104454,[64Cu]BFab,[64Cu],CA6,"antigen binding fragment",NULL
